date,product_id,product_name,category,quantity,unit_price,total_revenue
2025-01-23,P003,Cotton T-Shirt,Apparel,19,599.00,11381.00
2025-01-23,P006,Desk Lamp,Home,11,1499.00,16489.00
2025-01-23,P010,Sunglasses,Accessories,14,2299.00,32186.00
2025-01-23,P007,Backpack,Accessories,17,1999.00,33983.00
2025-01-24,P001,Wireless Headphones,Electronics,7,2499.00,17493.00
2025-01-24,P008,Smart Watch,Electronics,2,8999.00,17998.00
2025-01-24,P004,Yoga Mat,Sports,10,1299.00,12990.00
2025-01-24,P005,Water Bottle,Sports,36,399.00,14364.00
2025-01-24,P009,Face Cream,Beauty,24,799.00,19176.00
2025-01-25,P003,Cotton T-Shirt,Apparel,33,599.00,19767.00
2025-01-25,P002,Running Shoes,Footwear,15,3499.00,52485.00
2025-01-25,P006,Desk Lamp,Home,13,1499.00,19487.00
2025-01-25,P007,Backpack,Accessories,6,1999.00,11994.00
2025-01-25,P010,Sunglasses,Accessories,9,2299.00,20691.00
2025-01-26,P001,Wireless Headphones,Electronics,11,2499.00,27489.00
2025-01-26,P008,Smart Watch,Electronics,5,8999.00,44995.00
2025-01-26,P004,Yoga Mat,Sports,16,1299.00,20784.00
2025-01-26,P005,Water Bottle,Sports,52,399.00,20748.00
2025-01-26,P009,Face Cream,Beauty,29,799.00,23171.00
2025-01-27,P002,Running Shoes,Footwear,10,3499.00,34990.00
2025-01-27,P003,Cotton T-Shirt,Apparel,21,599.00,12579.00
2025-01-27,P006,Desk Lamp,Home,17,1499.00,25483.00
2025-01-27,P010,Sunglasses,Accessories,11,2299.00,25289.00
2025-01-27,P007,Backpack,Accessories,15,1999.00,29985.00
2025-01-28,P001,Wireless Headphones,Electronics,13,2499.00,32487.00
2025-01-28,P008,Smart Watch,Electronics,6,8999.00,53994.00
2025-01-28,P004,Yoga Mat,Sports,8,1299.00,10392.00
2025-01-28,P005,Water Bottle,Sports,41,399.00,16359.00
2025-01-28,P009,Face Cream,Beauty,16,799.00,12784.00
2025-01-29,P003,Cotton T-Shirt,Apparel,29,599.00,17371.00
2025-01-29,P002,Running Shoes,Footwear,7,3499.00,24493.00
2025-01-29,P006,Desk Lamp,Home,19,1499.00,28481.00
2025-01-29,P007,Backpack,Accessories,12,1999.00,23988.00
2025-01-29,P010,Sunglasses,Accessories,8,2299.00,18392.00
2025-01-30,P001,Wireless Headphones,Electronics,14,2499.00,34986.00
2025-01-30,P008,Smart Watch,Electronics,4,8999.00,35996.00
2025-01-30,P004,Yoga Mat,Sports,18,1299.00,23382.00
2025-01-30,P005,Water Bottle,Sports,47,399.00,18753.00
2025-01-30,P009,Face Cream,Beauty,31,799.00,24769.00
2025-01-31,P002,Running Shoes,Footwear,13,3499.00,45487.00
2025-01-31,P003,Cotton T-Shirt,Apparel,23,599.00,13777.00
2025-01-31,P006,Desk Lamp,Home,8,1499.00,11992.00
2025-01-31,P010,Sunglasses,Accessories,16,2299.00,36784.00
2025-01-31,P007,Backpack,Accessories,9,1999.00,17991.00
2025-02-01,P001,Wireless Headphones,Electronics,10,2499.00,24990.00
2025-02-01,P008,Smart Watch,Electronics,7,8999.00,62993.00
2025-02-01,P004,Yoga Mat,Sports,13,1299.00,16887.00
2025-02-01,P005,Water Bottle,Sports,39,399.00,15561.00
2025-02-01,P009,Face Cream,Beauty,26,799.00,20774.00
2025-02-02,P003,Cotton T-Shirt,Apparel,32,599.00,19168.00
2025-02-02,P002,Running Shoes,Footwear,9,3499.00,31491.00
2025-02-02,P006,Desk Lamp,Home,21,1499.00,31479.00
2025-02-02,P007,Backpack,Accessories,11,1999.00,21989.00
2025-02-02,P010,Sunglasses,Accessories,5,2299.00,11495.00
2025-02-03,P001,Wireless Headphones,Electronics,8,2499.00,19992.00
2025-02-03,P008,Smart Watch,Electronics,3,8999.00,26997.00
2025-02-03,P004,Yoga Mat,Sports,22,1299.00,28578.00
2025-02-03,P005,Water Bottle,Sports,58,399.00,23142.00
2025-02-03,P009,Face Cream,Beauty,19,799.00,15181.00
2025-02-04,P002,Running Shoes,Footwear,16,3499.00,55984.00
2025-02-04,P003,Cotton T-Shirt,Apparel,25,599.00,14975.00
2025-02-04,P006,Desk Lamp,Home,14,1499.00,20986.00
2025-02-04,P010,Sunglasses,Accessories,12,2299.00,27588.00
2025-02-04,P007,Backpack,Accessories,18,1999.00,35982.00
2025-02-05,P001,Wireless Headphones,Electronics,15,2499.00,37485.00
2025-02-05,P008,Smart Watch,Electronics,9,8999.00,80991.00
2025-02-05,P004,Yoga Mat,Sports,11,1299.00,14289.00
2025-02-05,P005,Water Bottle,Sports,43,399.00,17157.00
2025-02-05,P009,Face Cream,Beauty,34,799.00,27166.00
2025-02-06,P003,Cotton T-Shirt,Apparel,17,599.00,10183.00
2025-02-06,P002,Running Shoes,Footwear,12,3499.00,41988.00
2025-02-06,P006,Desk Lamp,Home,9,1499.00,13491.00
2025-02-06,P007,Backpack,Accessories,7,1999.00,13993.00
2025-02-06,P010,Sunglasses,Accessories,14,2299.00,32186.00
2025-02-07,P001,Wireless Headphones,Electronics,11,2499.00,27489.00
2025-02-07,P008,Smart Watch,Electronics,5,8999.00,44995.00
2025-02-07,P004,Yoga Mat,Sports,15,1299.00,19485.00
2025-02-07,P005,Water Bottle,Sports,50,399.00,19950.00
2025-02-07,P009,Face Cream,Beauty,23,799.00,18377.00
2025-02-08,P002,Running Shoes,Footwear,8,3499.00,27992.00
2025-02-08,P003,Cotton T-Shirt,Apparel,28,599.00,16772.00
2025-02-08,P006,Desk Lamp,Home,16,1499.00,23984.00
2025-02-08,P010,Sunglasses,Accessories,10,2299.00,22990.00
2025-02-08,P007,Backpack,Accessories,13,1999.00,25987.00
2025-02-09,P001,Wireless Headphones,Electronics,9,2499.00,22491.00
2025-02-09,P008,Smart Watch,Electronics,4,8999.00,35996.00
2025-02-09,P004,Yoga Mat,Sports,19,1299.00,24681.00
2025-02-09,P005,Water Bottle,Sports,37,399.00,14763.00
2025-02-09,P009,Face Cream,Beauty,28,799.00,22372.00
2025-02-10,P003,Cotton T-Shirt,Apparel,20,599.00,11980.00
2025-02-10,P002,Running Shoes,Footwear,14,3499.00,48986.00
2025-02-10,P006,Desk Lamp,Home,11,1499.00,16489.00
2025-02-10,P007,Backpack,Accessories,8,1999.00,15992.00
2025-02-10,P010,Sunglasses,Accessories,7,2299.00,16093.00
2025-02-11,P001,Wireless Headphones,Electronics,16,2499.00,39984.00
2025-02-11,P008,Smart Watch,Electronics,6,8999.00,53994.00
2025-02-11,P004,Yoga Mat,Sports,12,1299.00,15588.00
2025-02-11,P005,Water Bottle,Sports,46,399.00,18354.00
2025-02-11,P009,Face Cream,Beauty,21,799.00,16779.00
2025-02-12,P002,Running Shoes,Footwear,10,3499.00,34990.00
2025-02-12,P003,Cotton T-Shirt,Apparel,34,599.00,20366.00
2025-02-12,P006,Desk Lamp,Home,18,1499.00,26982.00
2025-02-12,P010,Sunglasses,Accessories,13,2299.00,29887.00
2025-02-12,P007,Backpack,Accessories,16,1999.00,31984.00
2025-02-13,P001,Wireless Headphones,Electronics,7,2499.00,17493.00
2025-02-13,P008,Smart Watch,Electronics,2,8999.00,17998.00
2025-02-13,P004,Yoga Mat,Sports,24,1299.00,31176.00
2025-02-13,P005,Water Bottle,Sports,53,399.00,21147.00
2025-02-13,P009,Face Cream,Beauty,36,799.00,28764.00
2025-02-14,P002,Running Shoes,Footwear,20,3499.00,69980.00
2025-02-14,P003,Cotton T-Shirt,Apparel,40,599.00,23960.00
2025-02-14,P006,Desk Lamp,Home,25,1499.00,37475.00
2025-02-14,P007,Backpack,Accessories,22,1999.00,43978.00
2025-02-14,P010,Sunglasses,Accessories,18,2299.00,41382.00
2025-02-15,P001,Wireless Headphones,Electronics,13,2499.00,32487.00
2025-02-15,P008,Smart Watch,Electronics,8,8999.00,71992.00
2025-02-15,P004,Yoga Mat,Sports,16,1299.00,20784.00
2025-02-15,P005,Water Bottle,Sports,44,399.00,17556.00
2025-02-15,P009,Face Cream,Beauty,30,799.00,23970.00
2025-02-16,P002,Running Shoes,Footwear,11,3499.00,38489.00
2025-02-16,P003,Cotton T-Shirt,Apparel,26,599.00,15574.00
2025-02-16,P006,Desk Lamp,Home,13,1499.00,19487.00
2025-02-16,P010,Sunglasses,Accessories,9,2299.00,20691.00
2025-02-16,P007,Backpack,Accessories,14,1999.00,27986.00
2025-02-17,P001,Wireless Headphones,Electronics,12,2499.00,29988.00
2025-02-17,P008,Smart Watch,Electronics,5,8999.00,44995.00
2025-02-17,P004,Yoga Mat,Sports,10,1299.00,12990.00
2025-02-17,P005,Water Bottle,Sports,40,399.00,15960.00
2025-02-17,P009,Face Cream,Beauty,25,799.00,19975.00
2025-02-18,P002,Running Shoes,Footwear,7,3499.00,24493.00
2025-02-18,P003,Cotton T-Shirt,Apparel,22,599.00,13178.00
2025-02-18,P006,Desk Lamp,Home,10,1499.00,14990.00
2025-02-18,P007,Backpack,Accessories,9,1999.00,17991.00
2025-02-18,P010,Sunglasses,Accessories,11,2299.00,25289.00
2025-02-19,P001,Wireless Headphones,Electronics,10,2499.00,24990.00
2025-02-19,P008,Smart Watch,Electronics,3,8999.00,26997.00
2025-02-19,P004,Yoga Mat,Sports,14,1299.00,18186.00
2025-02-19,P005,Water Bottle,Sports,49,399.00,19551.00
2025-02-19,P009,Face Cream,Beauty,20,799.00,15980.00
2025-02-20,P003,Cotton T-Shirt,Apparel,30,599.00,17970.00
2025-02-20,P002,Running Shoes,Footwear,9,3499.00,31491.00
2025-02-20,P006,Desk Lamp,Home,20,1499.00,29980.00
2025-02-20,P010,Sunglasses,Accessories,6,2299.00,13794.00
2025-02-20,P007,Backpack,Accessories,11,1999.00,21989.00
2025-02-21,P001,Wireless Headphones,Electronics,8,2499.00,19992.00
2025-02-21,P008,Smart Watch,Electronics,6,8999.00,53994.00
2025-02-21,P004,Yoga Mat,Sports,17,1299.00,22083.00
2025-02-21,P005,Water Bottle,Sports,56,399.00,22344.00
2025-02-21,P009,Face Cream,Beauty,32,799.00,25568.00
2025-02-22,P002,Running Shoes,Footwear,13,3499.00,45487.00
2025-02-22,P003,Cotton T-Shirt,Apparel,18,599.00,10782.00
2025-02-22,P006,Desk Lamp,Home,7,1499.00,10493.00
2025-02-22,P007,Backpack,Accessories,15,1999.00,29985.00
2025-02-22,P010,Sunglasses,Accessories,12,2299.00,27588.00
2025-02-23,P001,Wireless Headphones,Electronics,14,2499.00,34986.00
2025-02-23,P008,Smart Watch,Electronics,4,8999.00,35996.00
2025-02-23,P004,Yoga Mat,Sports,9,1299.00,11691.00
2025-02-23,P005,Water Bottle,Sports,33,399.00,13167.00
2025-02-23,P009,Face Cream,Beauty,27,799.00,21573.00
2025-02-24,P003,Cotton T-Shirt,Apparel,24,599.00,14376.00
2025-02-24,P002,Running Shoes,Footwear,6,3499.00,20994.00
2025-02-24,P006,Desk Lamp,Home,12,1499.00,17988.00
2025-02-24,P010,Sunglasses,Accessories,15,2299.00,34485.00
2025-02-24,P007,Backpack,Accessories,10,1999.00,19990.00
2025-02-25,P001,Wireless Headphones,Electronics,11,2499.00,27489.00
2025-02-25,P008,Smart Watch,Electronics,7,8999.00,62993.00
2025-02-25,P004,Yoga Mat,Sports,20,1299.00,25980.00
2025-02-25,P005,Water Bottle,Sports,61,399.00,24339.00
2025-02-25,P009,Face Cream,Beauty,15,799.00,11985.00
2025-02-26,P002,Running Shoes,Footwear,17,3499.00,59483.00
2025-02-26,P003,Cotton T-Shirt,Apparel,27,599.00,16173.00
2025-02-26,P006,Desk Lamp,Home,16,1499.00,23984.00
2025-02-26,P007,Backpack,Accessories,8,1999.00,15992.00
2025-02-26,P010,Sunglasses,Accessories,10,2299.00,22990.00
2025-02-27,P001,Wireless Headphones,Electronics,9,2499.00,22491.00
2025-02-27,P008,Smart Watch,Electronics,5,8999.00,44995.00
2025-02-27,P004,Yoga Mat,Sports,13,1299.00,16887.00
2025-02-27,P005,Water Bottle,Sports,38,399.00,15162.00
2025-02-27,P009,Face Cream,Beauty,22,799.00,17578.00
2025-02-28,P003,Cotton T-Shirt,Apparel,19,599.00,11381.00
2025-02-28,P002,Running Shoes,Footwear,11,3499.00,38489.00
2025-02-28,P006,Desk Lamp,Home,14,1499.00,20986.00
2025-02-28,P010,Sunglasses,Accessories,8,2299.00,18392.00
2025-02-28,P007,Backpack,Accessories,12,1999.00,23988.00
2025-03-01,P001,Wireless Headphones,Electronics,12,2499.00,29988.00
2025-03-01,P008,Smart Watch,Electronics,3,8999.00,26997.00
2025-03-01,P004,Yoga Mat,Sports,15,1299.00,19485.00
2025-03-01,P005,Water Bottle,Sports,45,399.00,17955.00
2025-03-01,P009,Face Cream,Beauty,28,799.00,22372.00
2025-03-02,P002,Running Shoes,Footwear,8,3499.00,27992.00
2025-03-02,P003,Cotton T-Shirt,Apparel,23,599.00,13777.00
2025-03-02,P006,Desk Lamp,Home,11,1499.00,16489.00
2025-03-02,P010,Sunglasses,Accessories,14,2299.00,32186.00
2025-03-02,P007,Backpack,Accessories,17,1999.00,33983.00
2025-03-03,P001,Wireless Headphones,Electronics,6,2499.00,14994.00
2025-03-03,P008,Smart Watch,Electronics,2,8999.00,17998.00
2025-03-03,P004,Yoga Mat,Sports,8,1299.00,10392.00
2025-03-03,P005,Water Bottle,Sports,31,399.00,12369.00
2025-03-03,P009,Face Cream,Beauty,17,799.00,13583.00
2025-03-04,P002,Running Shoes,Footwear,4,3499.00,13996.00
2025-03-04,P003,Cotton T-Shirt,Apparel,12,599.00,7188.00
2025-03-04,P006,Desk Lamp,Home,6,1499.00,8994.00
2025-03-04,P007,Backpack,Accessories,5,1999.00,9995.00
2025-03-04,P010,Sunglasses,Accessories,4,2299.00,9196.00
2025-03-05,P001,Wireless Headphones,Electronics,3,2499.00,7497.00
2025-03-05,P008,Smart Watch,Electronics,1,8999.00,8999.00
2025-03-05,P004,Yoga Mat,Sports,5,1299.00,6495.00
2025-03-05,P005,Water Bottle,Sports,18,399.00,7182.00
2025-03-05,P009,Face Cream,Beauty,9,799.00,7191.00
2025-03-06,P002,Running Shoes,Footwear,10,3499.00,34990.00
2025-03-06,P003,Cotton T-Shirt,Apparel,22,599.00,13178.00
2025-03-06,P006,Desk Lamp,Home,14,1499.00,20986.00
2025-03-06,P007,Backpack,Accessories,11,1999.00,21989.00
2025-03-06,P010,Sunglasses,Accessories,9,2299.00,20691.00
2025-03-07,P001,Wireless Headphones,Electronics,11,2499.00,27489.00
2025-03-07,P008,Smart Watch,Electronics,5,8999.00,44995.00
2025-03-07,P004,Yoga Mat,Sports,14,1299.00,18186.00
2025-03-07,P005,Water Bottle,Sports,42,399.00,16758.00
2025-03-07,P009,Face Cream,Beauty,25,799.00,19975.00
2025-03-08,P002,Running Shoes,Footwear,9,3499.00,31491.00
2025-03-08,P003,Cotton T-Shirt,Apparel,20,599.00,11980.00
2025-03-08,P006,Desk Lamp,Home,12,1499.00,17988.00
2025-03-08,P010,Sunglasses,Accessories,11,2299.00,25289.00
2025-03-08,P007,Backpack,Accessories,13,1999.00,25987.00
2025-03-09,P001,Wireless Headphones,Electronics,13,2499.00,32487.00
2025-03-09,P008,Smart Watch,Electronics,6,8999.00,53994.00
2025-03-09,P004,Yoga Mat,Sports,18,1299.00,23382.00
2025-03-09,P005,Water Bottle,Sports,48,399.00,19152.00
2025-03-09,P009,Face Cream,Beauty,30,799.00,23970.00
2025-03-10,P002,Running Shoes,Footwear,12,3499.00,41988.00
2025-03-10,P003,Cotton T-Shirt,Apparel,25,599.00,14975.00
2025-03-10,P006,Desk Lamp,Home,15,1499.00,22485.00
2025-03-10,P007,Backpack,Accessories,9,1999.00,17991.00
2025-03-10,P010,Sunglasses,Accessories,7,2299.00,16093.00
